============================================================
双色球历史开奖记录
数据更新时间：2026-03-23 13:01:54
共 1820 期开奖数据
============================================================

格式：开奖日期 | 期号 | 红球 (6 个) | 蓝球 (1 个)
2017-11-19 | 2017136 | 红球：03 07 10 18 21 24 | 蓝球：12
2017-11-16 | 2017135 | 红球：01 06 07 14 18 26 | 蓝球：16
2017-11-14 | 2017134 | 红球：04 05 11 14 28 32 | 蓝球：04
2017-11-12 | 2017133 | 红球：06 15 17 18 23 30 | 蓝球：11
2017-11-09 | 2017132 | 红球：02 03 05 09 13 28 | 蓝球：11
2017-11-07 | 2017131 | 红球：01 07 10 11 26 27 | 蓝球：11
2017-11-05 | 2017130 | 红球：05 13 14 23 25 31 | 蓝球：02
2017-11-02 | 2017129 | 红球：05 06 09 14 21 33 | 蓝球：02
2017-10-31 | 2017128 | 红球：02 06 13 22 29 31 | 蓝球：08
2017-10-29 | 2017127 | 红球：14 15 21 24 27 32 | 蓝球：12
2017-10-26 | 2017126 | 红球：01 16 17 21 27 30 | 蓝球：16
2017-10-24 | 2017125 | 红球：01 14 23 25 29 30 | 蓝球：03
2017-10-22 | 2017124 | 红球：02 06 11 26 28 29 | 蓝球：03
2017-10-19 | 2017123 | 红球：04 05 06 11 21 31 | 蓝球：10
2017-10-17 | 2017122 | 红球：11 20 21 22 24 27 | 蓝球：15
2017-10-15 | 2017121 | 红球：11 18 19 22 24 32 | 蓝球：07
2017-10-12 | 2017120 | 红球：08 10 15 19 23 28 | 蓝球：16
2017-10-10 | 2017119 | 红球：09 16 21 25 26 31 | 蓝球：14
2017-10-08 | 2017118 | 红球：08 09 15 22 30 33 | 蓝球：16
2017-10-05 | 2017117 | 红球：01 02 08 11 14 21 | 蓝球：09
2017-10-03 | 2017116 | 红球：02 14 20 22 30 32 | 蓝球：02
2017-10-01 | 2017115 | 红球：04 10 11 25 30 31 | 蓝球：01
2017-09-28 | 2017114 | 红球：06 12 13 15 18 26 | 蓝球：13
2017-09-26 | 2017113 | 红球：04 06 16 27 29 33 | 蓝球：05
2017-09-24 | 2017112 | 红球：03 10 14 16 22 23 | 蓝球：11
2017-09-21 | 2017111 | 红球：05 10 17 19 29 32 | 蓝球：12
2017-09-19 | 2017110 | 红球：01 03 12 15 19 23 | 蓝球：14
2017-09-17 | 2017109 | 红球：08 14 16 18 21 23 | 蓝球：16
2017-09-14 | 2017108 | 红球：07 12 14 15 17 20 | 蓝球：01
2017-09-12 | 2017107 | 红球：08 09 15 17 30 32 | 蓝球：06
2017-09-10 | 2017106 | 红球：12 15 20 25 27 31 | 蓝球：02
2017-09-07 | 2017105 | 红球：03 06 07 12 25 26 | 蓝球：07
2017-09-05 | 2017104 | 红球：01 14 15 20 23 30 | 蓝球：14
2017-09-03 | 2017103 | 红球：01 21 23 25 31 33 | 蓝球：01
2017-08-31 | 2017102 | 红球：04 08 10 14 18 20 | 蓝球：11
2017-08-29 | 2017101 | 红球：01 04 11 28 31 32 | 蓝球：16
2017-08-27 | 2017100 | 红球：04 07 08 18 23 24 | 蓝球：02
2017-08-24 | 2017099 | 红球：02 05 06 16 28 29 | 蓝球：04
2017-08-22 | 2017098 | 红球：04 19 22 27 30 33 | 蓝球：01
2017-08-20 | 2017097 | 红球：05 10 18 19 30 31 | 蓝球：03
2017-08-17 | 2017096 | 红球：02 06 11 12 19 29 | 蓝球：06
2017-08-15 | 2017095 | 红球：09 10 12 19 22 29 | 蓝球：16
2017-08-13 | 2017094 | 红球：08 11 13 19 28 31 | 蓝球：06
2017-08-10 | 2017093 | 红球：07 08 09 15 22 27 | 蓝球：12
2017-08-08 | 2017092 | 红球：10 18 19 29 32 33 | 蓝球：09
2017-08-06 | 2017091 | 红球：05 07 10 23 28 29 | 蓝球：03
2017-08-03 | 2017090 | 红球：01 07 10 16 22 33 | 蓝球：09
2017-08-01 | 2017089 | 红球：11 12 13 16 23 25 | 蓝球：12
2017-07-30 | 2017088 | 红球：07 09 18 22 23 29 | 蓝球：06
2017-07-27 | 2017087 | 红球：03 06 13 14 19 28 | 蓝球：06
2017-07-25 | 2017086 | 红球：03 05 06 13 20 22 | 蓝球：07
2017-07-23 | 2017085 | 红球：01 05 06 16 25 30 | 蓝球：09
2017-07-20 | 2017084 | 红球：01 05 11 20 22 24 | 蓝球：02
2017-07-18 | 2017083 | 红球：03 08 14 20 24 26 | 蓝球：12
2017-07-16 | 2017082 | 红球：14 18 21 25 28 29 | 蓝球：10
2017-07-13 | 2017081 | 红球：03 05 14 25 26 30 | 蓝球：05
2017-07-11 | 2017080 | 红球：01 12 16 20 22 24 | 蓝球：08
2017-07-09 | 2017079 | 红球：03 07 14 23 25 27 | 蓝球：08
2017-07-06 | 2017078 | 红球：05 07 18 19 22 24 | 蓝球：16
2017-07-04 | 2017077 | 红球：01 02 04 15 17 22 | 蓝球：14
2017-07-02 | 2017076 | 红球：01 04 08 09 14 15 | 蓝球：13
2017-06-29 | 2017075 | 红球：01 03 06 19 21 29 | 蓝球：07
2017-06-27 | 2017074 | 红球：02 06 16 23 30 31 | 蓝球：02
2017-06-25 | 2017073 | 红球：03 06 16 23 26 30 | 蓝球：14
2017-06-22 | 2017072 | 红球：06 11 14 23 26 30 | 蓝球：02
2017-06-20 | 2017071 | 红球：02 03 06 14 31 32 | 蓝球：03
2017-06-18 | 2017070 | 红球：01 06 14 22 25 26 | 蓝球：12
2017-06-15 | 2017069 | 红球：02 11 12 23 29 31 | 蓝球：05
2017-06-13 | 2017068 | 红球：02 06 10 22 30 31 | 蓝球：15
2017-06-11 | 2017067 | 红球：01 03 04 10 18 29 | 蓝球：04
2017-06-08 | 2017066 | 红球：01 04 06 17 19 26 | 蓝球：03
2017-06-06 | 2017065 | 红球：02 05 08 10 12 21 | 蓝球：07
2017-06-04 | 2017064 | 红球：02 10 16 22 24 28 | 蓝球：15
2017-06-01 | 2017063 | 红球：12 16 20 22 25 31 | 蓝球：04
2017-05-30 | 2017062 | 红球：01 07 22 24 26 31 | 蓝球：10
2017-05-28 | 2017061 | 红球：06 07 12 20 26 27 | 蓝球：11
2017-05-25 | 2017060 | 红球：05 10 13 24 26 31 | 蓝球：04
2017-05-23 | 2017059 | 红球：04 08 09 15 19 25 | 蓝球：09
2017-05-21 | 2017058 | 红球：01 09 13 22 28 32 | 蓝球：11
2017-05-18 | 2017057 | 红球：18 20 22 23 30 31 | 蓝球：16
2017-05-16 | 2017056 | 红球：13 14 18 19 21 28 | 蓝球：06
2017-05-14 | 2017055 | 红球：07 12 13 20 24 31 | 蓝球：05
2017-05-11 | 2017054 | 红球：02 03 09 23 28 33 | 蓝球：08
2017-05-09 | 2017053 | 红球：04 09 11 15 29 31 | 蓝球：06
2017-05-07 | 2017052 | 红球：07 08 18 24 29 31 | 蓝球：07
2017-05-04 | 2017051 | 红球：02 05 09 15 24 25 | 蓝球：11
2017-05-02 | 2017050 | 红球：10 12 20 24 27 29 | 蓝球：07
2017-04-30 | 2017049 | 红球：01 08 14 15 20 29 | 蓝球：10
2017-04-27 | 2017048 | 红球：05 08 09 14 15 19 | 蓝球：07
2017-04-25 | 2017047 | 红球：02 05 08 10 32 33 | 蓝球：02
2017-04-23 | 2017046 | 红球：04 13 14 23 26 32 | 蓝球：10
2017-04-20 | 2017045 | 红球：05 07 16 20 21 25 | 蓝球：05
2017-04-18 | 2017044 | 红球：08 16 19 21 31 32 | 蓝球：06
2017-04-16 | 2017043 | 红球：08 13 16 23 27 31 | 蓝球：08
2017-04-13 | 2017042 | 红球：01 02 04 07 10 23 | 蓝球：04
2017-04-11 | 2017041 | 红球：04 10 13 15 22 27 | 蓝球：04
2017-04-09 | 2017040 | 红球：15 19 23 28 29 33 | 蓝球：04
2017-04-06 | 2017039 | 红球：02 04 12 14 17 24 | 蓝球：15
2017-04-04 | 2017038 | 红球：01 04 08 13 24 27 | 蓝球：05
2017-04-02 | 2017037 | 红球：11 15 20 22 25 30 | 蓝球：05
2017-03-30 | 2017036 | 红球：01 02 05 10 24 27 | 蓝球：15
2017-03-28 | 2017035 | 红球：01 06 14 24 28 32 | 蓝球：12
2017-03-26 | 2017034 | 红球：04 07 08 19 32 33 | 蓝球：13
2017-03-23 | 2017033 | 红球：05 07 15 20 23 30 | 蓝球：15
2017-03-21 | 2017032 | 红球：05 08 15 24 27 31 | 蓝球：11
2017-03-19 | 2017031 | 红球：06 10 16 26 27 29 | 蓝球：03
2017-03-16 | 2017030 | 红球：01 07 09 20 23 30 | 蓝球：02
2017-03-14 | 2017029 | 红球：02 15 21 23 25 30 | 蓝球：10
2017-03-12 | 2017028 | 红球：07 08 12 13 22 30 | 蓝球：09
2017-03-09 | 2017027 | 红球：02 04 11 14 27 30 | 蓝球：05
2017-03-07 | 2017026 | 红球：03 10 12 19 27 30 | 蓝球：08
2017-03-05 | 2017025 | 红球：02 15 16 17 22 32 | 蓝球：07
2017-03-02 | 2017024 | 红球：09 21 25 26 29 31 | 蓝球：13
2017-02-28 | 2017023 | 红球：01 03 04 11 18 22 | 蓝球：14
2017-02-26 | 2017022 | 红球：02 06 15 16 18 32 | 蓝球：15
2017-02-23 | 2017021 | 红球：02 05 10 22 32 33 | 蓝球：09
2017-02-21 | 2017020 | 红球：04 08 10 12 31 33 | 蓝球：10
2017-02-19 | 2017019 | 红球：04 06 08 12 23 25 | 蓝球：08
2017-02-16 | 2017018 | 红球：01 02 03 17 25 31 | 蓝球：09
2017-02-14 | 2017017 | 红球：03 07 08 10 22 23 | 蓝球：12
2017-02-12 | 2017016 | 红球：05 08 16 22 27 29 | 蓝球：02
2017-02-09 | 2017015 | 红球：01 08 09 14 17 32 | 蓝球：01
2017-02-07 | 2017014 | 红球：06 08 18 20 23 31 | 蓝球：13
2017-02-05 | 2017013 | 红球：08 11 28 29 31 33 | 蓝球：06
2017-01-26 | 2017012 | 红球：10 11 14 15 16 24 | 蓝球：07
2017-01-24 | 2017011 | 红球：10 11 12 23 26 29 | 蓝球：16
2017-01-22 | 2017010 | 红球：05 08 19 25 28 30 | 蓝球：07
2017-01-19 | 2017009 | 红球：02 06 08 09 15 29 | 蓝球：14
2017-01-17 | 2017008 | 红球：07 13 15 27 28 29 | 蓝球：13
2017-01-15 | 2017007 | 红球：02 04 05 24 26 33 | 蓝球：15
2017-01-12 | 2017006 | 红球：02 04 08 26 29 33 | 蓝球：08
2017-01-10 | 2017005 | 红球：06 11 12 22 23 30 | 蓝球：05
2017-01-08 | 2017004 | 红球：05 13 17 26 27 30 | 蓝球：07
2017-01-05 | 2017003 | 红球：01 04 08 15 27 32 | 蓝球：16
2017-01-03 | 2017002 | 红球：15 19 23 24 25 32 | 蓝球：03
2017-01-01 | 2017001 | 红球：09 11 14 20 25 26 | 蓝球：15
2016-12-29 | 2016153 | 红球：07 09 16 24 25 29 | 蓝球：06
2016-12-27 | 2016152 | 红球：02 08 09 16 20 22 | 蓝球：07
2016-12-25 | 2016151 | 红球：06 11 16 20 22 33 | 蓝球：07
2016-12-22 | 2016150 | 红球：02 04 05 09 13 21 | 蓝球：05
2016-12-20 | 2016149 | 红球：03 20 23 26 32 33 | 蓝球：07
2016-12-18 | 2016148 | 红球：01 02 11 20 26 30 | 蓝球：14
2016-12-15 | 2016147 | 红球：04 14 18 28 31 32 | 蓝球：12
2016-12-13 | 2016146 | 红球：03 07 15 16 17 23 | 蓝球：10
2016-12-11 | 2016145 | 红球：01 03 07 12 19 20 | 蓝球：06
2016-12-08 | 2016144 | 红球：04 10 12 27 32 33 | 蓝球：05
2016-12-06 | 2016143 | 红球：06 09 23 24 25 33 | 蓝球：13
2016-12-04 | 2016142 | 红球：01 10 17 21 23 30 | 蓝球：12
2016-12-01 | 2016141 | 红球：04 13 15 17 21 24 | 蓝球：15
2016-11-29 | 2016140 | 红球：01 02 05 17 26 32 | 蓝球：10
2016-11-27 | 2016139 | 红球：01 06 19 26 28 30 | 蓝球：03
2016-11-24 | 2016138 | 红球：07 16 20 24 25 30 | 蓝球：07
2016-11-22 | 2016137 | 红球：01 06 09 10 15 32 | 蓝球：14
2016-11-20 | 2016136 | 红球：02 07 10 20 27 29 | 蓝球：03
2016-11-17 | 2016135 | 红球：02 08 10 18 20 33 | 蓝球：12
2016-11-15 | 2016134 | 红球：11 12 13 14 18 33 | 蓝球：13
2016-11-13 | 2016133 | 红球：15 16 21 22 27 33 | 蓝球：15
2016-11-10 | 2016132 | 红球：05 08 13 19 27 28 | 蓝球：07
2016-11-08 | 2016131 | 红球：04 10 18 19 25 27 | 蓝球：02
2016-11-06 | 2016130 | 红球：03 17 21 23 27 28 | 蓝球：01
2016-11-03 | 2016129 | 红球：05 06 08 21 31 33 | 蓝球：14
2016-11-01 | 2016128 | 红球：04 09 11 17 26 27 | 蓝球：13
2016-10-30 | 2016127 | 红球：07 12 17 26 29 31 | 蓝球：16
2016-10-27 | 2016126 | 红球：02 06 12 17 18 19 | 蓝球：10
2016-10-25 | 2016125 | 红球：01 06 08 20 27 30 | 蓝球：03
2016-10-23 | 2016124 | 红球：09 15 21 24 27 32 | 蓝球：10
2016-10-20 | 2016123 | 红球：07 09 12 14 20 27 | 蓝球：16
2016-10-18 | 2016122 | 红球：15 22 23 24 28 29 | 蓝球：08
2016-10-16 | 2016121 | 红球：02 03 10 23 25 28 | 蓝球：09
2016-10-13 | 2016120 | 红球：02 05 06 21 25 28 | 蓝球：09
2016-10-11 | 2016119 | 红球：09 19 21 30 31 32 | 蓝球：04
2016-10-09 | 2016118 | 红球：09 14 22 23 31 33 | 蓝球：14
2016-10-06 | 2016117 | 红球：03 10 14 17 28 33 | 蓝球：02
2016-10-04 | 2016116 | 红球：07 18 20 23 27 31 | 蓝球：13
2016-10-02 | 2016115 | 红球：06 08 20 22 26 27 | 蓝球：09
2016-09-29 | 2016114 | 红球：05 16 20 22 27 29 | 蓝球：09
2016-09-27 | 2016113 | 红球：01 11 16 17 20 26 | 蓝球：14
2016-09-25 | 2016112 | 红球：06 12 14 15 18 25 | 蓝球：12
2016-09-22 | 2016111 | 红球：02 04 07 14 15 32 | 蓝球：04
2016-09-20 | 2016110 | 红球：05 07 28 31 32 33 | 蓝球：08
2016-09-18 | 2016109 | 红球：09 11 15 16 27 33 | 蓝球：05
2016-09-15 | 2016108 | 红球：02 03 07 08 19 26 | 蓝球：16
2016-09-13 | 2016107 | 红球：06 11 18 26 27 32 | 蓝球：01
2016-09-11 | 2016106 | 红球：04 05 13 22 25 30 | 蓝球：04
2016-09-08 | 2016105 | 红球：08 10 19 27 28 31 | 蓝球：16
2016-09-06 | 2016104 | 红球：05 09 11 18 30 31 | 蓝球：04
2016-09-04 | 2016103 | 红球：01 05 13 19 24 27 | 蓝球：11
2016-09-01 | 2016102 | 红球：05 08 10 14 17 30 | 蓝球：13
2016-08-30 | 2016101 | 红球：01 03 19 24 32 33 | 蓝球：01
2016-08-28 | 2016100 | 红球：03 10 22 23 27 29 | 蓝球：04
2016-08-25 | 2016099 | 红球：01 11 21 23 27 33 | 蓝球：06
2016-08-23 | 2016098 | 红球：02 08 25 29 31 32 | 蓝球：06
2016-08-21 | 2016097 | 红球：06 13 25 26 28 31 | 蓝球：01
2016-08-18 | 2016096 | 红球：06 13 14 21 22 24 | 蓝球：16
2016-08-16 | 2016095 | 红球：01 05 09 12 18 32 | 蓝球：12
2016-08-14 | 2016094 | 红球：06 07 10 12 18 31 | 蓝球：10
2016-08-11 | 2016093 | 红球：06 09 15 17 25 27 | 蓝球：09
2016-08-09 | 2016092 | 红球：02 13 15 23 24 29 | 蓝球：06
2016-08-07 | 2016091 | 红球：04 08 14 22 23 28 | 蓝球：07
2016-08-04 | 2016090 | 红球：02 13 17 20 21 26 | 蓝球：07
2016-08-02 | 2016089 | 红球：01 03 14 30 31 32 | 蓝球：08
2016-07-31 | 2016088 | 红球：03 14 16 18 25 33 | 蓝球：15
2016-07-28 | 2016087 | 红球：02 03 10 11 14 21 | 蓝球：12
2016-07-26 | 2016086 | 红球：09 10 11 12 15 32 | 蓝球：05
2016-07-24 | 2016085 | 红球：01 12 19 20 21 25 | 蓝球：16
2016-07-21 | 2016084 | 红球：02 04 12 18 24 26 | 蓝球：05
2016-07-19 | 2016083 | 红球：09 16 17 24 30 31 | 蓝球：04
2016-07-17 | 2016082 | 红球：06 12 14 15 17 20 | 蓝球：09
2016-07-14 | 2016081 | 红球：02 06 15 25 30 32 | 蓝球：07
2016-07-12 | 2016080 | 红球：01 16 17 24 25 32 | 蓝球：14
2016-07-10 | 2016079 | 红球：01 03 10 12 24 28 | 蓝球：02
2016-07-07 | 2016078 | 红球：02 04 08 23 26 29 | 蓝球：02
2016-07-05 | 2016077 | 红球：01 09 17 19 20 29 | 蓝球：10
2016-07-03 | 2016076 | 红球：07 08 13 22 30 32 | 蓝球：01
2016-06-30 | 2016075 | 红球：01 03 06 16 29 32 | 蓝球：07
2016-06-28 | 2016074 | 红球：06 10 11 12 20 25 | 蓝球：12
2016-06-26 | 2016073 | 红球：09 11 12 15 16 20 | 蓝球：13
2016-06-23 | 2016072 | 红球：05 16 19 22 24 25 | 蓝球：02
2016-06-21 | 2016071 | 红球：19 21 26 28 29 32 | 蓝球：01
2016-06-19 | 2016070 | 红球：03 06 11 18 23 29 | 蓝球：01
2016-06-16 | 2016069 | 红球：08 10 11 20 21 27 | 蓝球：11
2016-06-14 | 2016068 | 红球：08 19 23 28 31 32 | 蓝球：01
2016-06-12 | 2016067 | 红球：09 13 18 20 27 31 | 蓝球：04
2016-06-09 | 2016066 | 红球：03 07 13 18 19 20 | 蓝球：05
2016-06-07 | 2016065 | 红球：13 16 22 25 26 27 | 蓝球：14
2016-06-05 | 2016064 | 红球：03 12 14 17 19 26 | 蓝球：03
2016-06-02 | 2016063 | 红球：16 17 18 23 28 32 | 蓝球：07
2016-05-31 | 2016062 | 红球：12 13 15 18 19 21 | 蓝球：09
2016-05-29 | 2016061 | 红球：05 06 08 18 20 32 | 蓝球：08
2016-05-26 | 2016060 | 红球：04 05 22 26 29 32 | 蓝球：08
2016-05-24 | 2016059 | 红球：04 11 12 20 25 28 | 蓝球：15
2016-05-22 | 2016058 | 红球：03 05 18 20 24 32 | 蓝球：11
2016-05-19 | 2016057 | 红球：07 12 19 22 23 26 | 蓝球：11
2016-05-17 | 2016056 | 红球：03 04 08 11 16 18 | 蓝球：14
2016-05-15 | 2016055 | 红球：05 06 10 16 22 26 | 蓝球：11
2016-05-12 | 2016054 | 红球：06 11 16 19 28 32 | 蓝球：04
2016-05-10 | 2016053 | 红球：02 08 10 12 29 31 | 蓝球：01
2016-05-08 | 2016052 | 红球：01 06 13 19 24 28 | 蓝球：16
2016-05-05 | 2016051 | 红球：01 02 04 09 15 33 | 蓝球：12
2016-05-03 | 2016050 | 红球：09 12 24 28 29 30 | 蓝球：02
2016-05-01 | 2016049 | 红球：06 08 13 14 22 27 | 蓝球：10
2016-04-28 | 2016048 | 红球：03 08 13 14 15 30 | 蓝球：04
2016-04-26 | 2016047 | 红球：02 05 08 15 17 22 | 蓝球：16
2016-04-24 | 2016046 | 红球：07 20 25 26 27 30 | 蓝球：14
2016-04-21 | 2016045 | 红球：04 09 12 17 30 32 | 蓝球：03
2016-04-19 | 2016044 | 红球：01 03 10 12 18 30 | 蓝球：01
2016-04-17 | 2016043 | 红球：05 14 20 26 30 33 | 蓝球：12
2016-04-14 | 2016042 | 红球：07 14 17 23 26 31 | 蓝球：09
2016-04-12 | 2016041 | 红球：12 17 18 21 22 24 | 蓝球：04
2016-04-10 | 2016040 | 红球：03 13 19 20 23 26 | 蓝球：03
2016-04-07 | 2016039 | 红球：01 03 07 18 19 27 | 蓝球：16
2016-04-05 | 2016038 | 红球：03 12 13 22 28 29 | 蓝球：03
2016-04-03 | 2016037 | 红球：06 15 26 31 32 33 | 蓝球：16
2016-03-31 | 2016036 | 红球：03 04 07 09 20 22 | 蓝球：03
2016-03-29 | 2016035 | 红球：04 13 19 20 26 29 | 蓝球：11
2016-03-27 | 2016034 | 红球：03 15 21 22 23 28 | 蓝球：15
2016-03-24 | 2016033 | 红球：06 17 18 20 27 29 | 蓝球：15
2016-03-22 | 2016032 | 红球：08 12 14 15 21 27 | 蓝球：15
2016-03-20 | 2016031 | 红球：03 08 10 19 26 33 | 蓝球：03
2016-03-17 | 2016030 | 红球：10 14 19 22 25 29 | 蓝球：12
2016-03-15 | 2016029 | 红球：12 15 18 20 21 27 | 蓝球：15
2016-03-13 | 2016028 | 红球：06 08 12 21 25 29 | 蓝球：01
2016-03-10 | 2016027 | 红球：11 13 15 17 19 31 | 蓝球：05
2016-03-08 | 2016026 | 红球：04 09 12 28 30 33 | 蓝球：01
2016-03-06 | 2016025 | 红球：04 11 12 17 24 30 | 蓝球：12
2016-03-03 | 2016024 | 红球：02 05 07 14 18 31 | 蓝球：13
2016-03-01 | 2016023 | 红球：03 06 10 19 25 29 | 蓝球：07
2016-02-28 | 2016022 | 红球：04 09 19 22 23 30 | 蓝球：07
2016-02-25 | 2016021 | 红球：09 11 13 22 24 26 | 蓝球：05
2016-02-23 | 2016020 | 红球：01 02 10 12 22 24 | 蓝球：10
2016-02-21 | 2016019 | 红球：06 13 16 17 23 30 | 蓝球：10
2016-02-18 | 2016018 | 红球：12 13 14 17 21 25 | 蓝球：04
2016-02-16 | 2016017 | 红球：05 06 08 20 22 30 | 蓝球：05
2016-02-14 | 2016016 | 红球：01 20 22 24 25 26 | 蓝球：16
2016-02-04 | 2016015 | 红球：01 02 14 22 25 26 | 蓝球：07
2016-02-02 | 2016014 | 红球：02 08 10 18 20 27 | 蓝球：07
2016-01-31 | 2016013 | 红球：07 12 21 22 26 31 | 蓝球：01
2016-01-28 | 2016012 | 红球：07 12 14 16 27 32 | 蓝球：15
2016-01-26 | 2016011 | 红球：03 08 10 15 22 29 | 蓝球：12
2016-01-24 | 2016010 | 红球：02 04 12 14 19 25 | 蓝球：06
2016-01-21 | 2016009 | 红球：10 14 24 25 27 32 | 蓝球：04
2016-01-19 | 2016008 | 红球：02 15 24 29 32 33 | 蓝球：02
2016-01-17 | 2016007 | 红球：05 12 14 20 27 29 | 蓝球：06
2016-01-14 | 2016006 | 红球：13 16 18 20 28 31 | 蓝球：12
2016-01-12 | 2016005 | 红球：11 14 18 20 31 33 | 蓝球：14
2016-01-10 | 2016004 | 红球：08 10 17 22 25 33 | 蓝球：12
2016-01-07 | 2016003 | 红球：01 10 14 23 26 28 | 蓝球：01
2016-01-05 | 2016002 | 红球：09 14 17 20 24 30 | 蓝球：16
2016-01-03 | 2016001 | 红球：06 13 16 18 20 22 | 蓝球：13
2015-12-31 | 2015154 | 红球：07 09 11 15 18 25 | 蓝球：07
2015-12-29 | 2015153 | 红球：08 11 15 22 27 29 | 蓝球：03
2015-12-27 | 2015152 | 红球：11 18 19 21 29 32 | 蓝球：12
2015-12-24 | 2015151 | 红球：05 06 08 23 31 32 | 蓝球：11
2015-12-22 | 2015150 | 红球：01 03 08 11 29 31 | 蓝球：13
2015-12-20 | 2015149 | 红球：09 10 20 21 22 33 | 蓝球：09
2015-12-17 | 2015148 | 红球：09 13 14 22 26 27 | 蓝球：07
2015-12-15 | 2015147 | 红球：08 09 16 23 24 30 | 蓝球：05
2015-12-13 | 2015146 | 红球：16 17 21 28 30 32 | 蓝球：15
2015-12-10 | 2015145 | 红球：07 08 15 19 20 24 | 蓝球：13
2015-12-08 | 2015144 | 红球：01 04 07 15 28 32 | 蓝球：16
2015-12-06 | 2015143 | 红球：13 15 19 20 21 32 | 蓝球：04
2015-12-03 | 2015142 | 红球：13 17 19 20 22 25 | 蓝球：11
2015-12-01 | 2015141 | 红球：03 08 19 25 27 28 | 蓝球：02
2015-11-29 | 2015140 | 红球：06 20 28 29 30 31 | 蓝球：12
2015-11-26 | 2015139 | 红球：01 10 13 18 25 27 | 蓝球：09
2015-11-24 | 2015138 | 红球：01 02 08 16 19 24 | 蓝球：11
2015-11-22 | 2015137 | 红球：14 22 23 27 28 31 | 蓝球：12
2015-11-19 | 2015136 | 红球：02 05 12 23 28 29 | 蓝球：01
2015-11-17 | 2015135 | 红球：01 12 14 18 26 32 | 蓝球：07
2015-11-15 | 2015134 | 红球：02 05 14 19 27 31 | 蓝球：04
2015-11-12 | 2015133 | 红球：02 03 13 20 22 24 | 蓝球：15
2015-11-10 | 2015132 | 红球：03 05 11 28 30 33 | 蓝球：01
2015-11-08 | 2015131 | 红球：10 12 13 19 22 26 | 蓝球：03
2015-11-05 | 2015130 | 红球：06 14 15 16 17 22 | 蓝球：10
2015-11-03 | 2015129 | 红球：05 08 11 16 18 27 | 蓝球：04
2015-11-01 | 2015128 | 红球：01 03 08 11 22 28 | 蓝球：06
2015-10-29 | 2015127 | 红球：07 10 19 22 27 33 | 蓝球：06
2015-10-27 | 2015126 | 红球：10 11 15 20 23 29 | 蓝球：12
2015-10-25 | 2015125 | 红球：05 13 22 27 30 33 | 蓝球：10
2015-10-22 | 2015124 | 红球：02 03 05 12 18 27 | 蓝球：01
2015-10-20 | 2015123 | 红球：05 08 09 12 22 28 | 蓝球：07
2015-10-18 | 2015122 | 红球：05 07 11 16 22 25 | 蓝球：07
2015-10-15 | 2015121 | 红球：01 03 20 21 28 29 | 蓝球：12
2015-10-13 | 2015120 | 红球：16 21 24 26 27 29 | 蓝球：16
2015-10-11 | 2015119 | 红球：02 08 10 18 23 31 | 蓝球：08
2015-10-08 | 2015118 | 红球：01 04 11 21 23 31 | 蓝球：12
2015-10-06 | 2015117 | 红球：04 11 12 18 26 32 | 蓝球：12
2015-10-04 | 2015116 | 红球：04 06 15 23 26 28 | 蓝球：11
2015-10-01 | 2015115 | 红球：01 07 08 14 24 32 | 蓝球：03
2015-09-29 | 2015114 | 红球：04 07 09 13 21 26 | 蓝球：01
2015-09-27 | 2015113 | 红球：01 05 07 08 19 27 | 蓝球：12
2015-09-24 | 2015112 | 红球：01 03 10 19 20 27 | 蓝球：11
2015-09-22 | 2015111 | 红球：08 14 16 18 20 30 | 蓝球：12
2015-09-20 | 2015110 | 红球：05 07 16 17 22 23 | 蓝球：04
2015-09-17 | 2015109 | 红球：01 08 09 16 32 33 | 蓝球：13
2015-09-15 | 2015108 | 红球：02 12 19 22 24 27 | 蓝球：15
2015-09-13 | 2015107 | 红球：07 14 16 18 21 25 | 蓝球：08
2015-09-10 | 2015106 | 红球：01 03 04 23 31 32 | 蓝球：13
2015-09-08 | 2015105 | 红球：09 10 16 19 20 26 | 蓝球：12
2015-09-06 | 2015104 | 红球：09 18 21 23 25 26 | 蓝球：01
2015-09-03 | 2015103 | 红球：06 08 13 26 30 32 | 蓝球：14
2015-09-01 | 2015102 | 红球：07 09 12 14 21 23 | 蓝球：06
2015-08-30 | 2015101 | 红球：08 16 22 24 28 29 | 蓝球：05
2015-08-27 | 2015100 | 红球：02 03 11 17 19 21 | 蓝球：08
2015-08-25 | 2015099 | 红球：06 07 10 11 14 22 | 蓝球：09
2015-08-23 | 2015098 | 红球：06 09 13 26 27 33 | 蓝球：01
2015-08-20 | 2015097 | 红球：09 12 14 20 26 27 | 蓝球：04
2015-08-18 | 2015096 | 红球：06 16 17 23 24 31 | 蓝球：07
2015-08-16 | 2015095 | 红球：04 15 21 28 30 31 | 蓝球：04
2015-08-13 | 2015094 | 红球：01 04 06 13 16 17 | 蓝球：10
2015-08-11 | 2015093 | 红球：01 03 13 21 25 31 | 蓝球：08
2015-08-09 | 2015092 | 红球：09 15 19 21 26 27 | 蓝球：01
2015-08-06 | 2015091 | 红球：05 07 17 19 22 31 | 蓝球：11
2015-08-04 | 2015090 | 红球：10 12 14 22 25 33 | 蓝球：15
2015-08-02 | 2015089 | 红球：12 14 19 27 28 29 | 蓝球：01
2015-07-30 | 2015088 | 红球：02 12 20 24 29 31 | 蓝球：09
